chain_id,dex_id,factory_address,geckoterminal_url,name,router_address
1284,,,https://www.geckoterminal.com/glmr/solarflare/pools,Solarflare,
1284,,,https://www.geckoterminal.com/glmr/padswap_moonbeam/pools,PadSwap (Moonbeam),
1284,,,https://www.geckoterminal.com/glmr/lunardex/pools,LunarDex,
1284,,,https://www.geckoterminal.com/glmr/thorus_moonbeam/pools,Thorus (Moonbeam),
1285,,,https://www.geckoterminal.com/movr/solarbeam/pools,Solarbeam,
1285,,,https://www.geckoterminal.com/movr/sushiswap_moonriver/pools,Sushiswap (Moonriver),
1285,,,https://www.geckoterminal.com/movr/zenlink_moonriver/pools,Zenlink (Moonriver),
1285,,,https://www.geckoterminal.com/movr/huckleberry/pools,Huckleberry,
1285,,,https://www.geckoterminal.com/movr/seadex/pools,Seadex,
1285,,,https://www.geckoterminal.com/movr/elk_finance_movr/pools,Elk Finance (Moonriver),
1285,,,https://www.geckoterminal.com/movr/firebird_movr/pools,Firebird (Moonriver),
1285,,,https://www.geckoterminal.com/movr/zircon/pools,Zircon,
1285,,,https://www.geckoterminal.com/movr/fraxswap_moonriver/pools,Fraxswap (Moonriver),
1818,,,https://www.geckoterminal.com/cube_network/capricorn/pools,Capricorn,
1975,,,https://www.geckoterminal.com/onus/miaswap/pools,MiaSwap,
2000,,,https://www.geckoterminal.com/dogechain/kibbleswap/pools,Kibbleswap,
2000,,,https://www.geckoterminal.com/dogechain/quickswap_dogechain/pools,Quickswap (Dogechain),
2000,,,https://www.geckoterminal.com/dogechain/dogeswap/pools,DogeSwap,
2000,,,https://www.geckoterminal.com/dogechain/fraxswap_dogechain/pools,Fraxswap (Dogechain),
2000,,,https://www.geckoterminal.com/dogechain/yodeswap/pools,Yodeswap,
2000,,,https://www.geckoterminal.com/dogechain/dogeshrek/pools,Dogeshrek,
2000,,,https://www.geckoterminal.com/dogechain/toolswap/pools,ToolSwap,
2000,,,https://www.geckoterminal.com/dogechain/radioshack-dogechain/pools,Radioshack (Dogechain),
2000,,,https://www.geckoterminal.com/dogechain/bourbon_defi/pools,Bourbon Defi,
2000,,,https://www.geckoterminal.com/dogechain/pupswap/pools,PupSwap,
2001,,,https://www.geckoterminal.com/milkada/occamx/pools,OccamX,
2001,,,https://www.geckoterminal.com/milkada/muesliswap-milkada/pools,MuesliSwap (Milkomeda Cardano),
2001,,,https://www.geckoterminal.com/milkada/milkyswap-milkada/pools,Milkyswap (Milkomeda Cardano),
2020,,,https://www.geckoterminal.com/ronin/katana/pools,Katana,
2109,,,https://www.geckoterminal.com/exosama/khaos_exchange/pools,Khaos Exchange,
2152,,,https://www.geckoterminal.com/findora/fairyswap/pools,Fairyswap,
2222,,,https://www.geckoterminal.com/kava/equilibre/pools,Equilibre,
2222,,,https://www.geckoterminal.com/kava/surfswap/pools,Surfswap,
2222,,,https://www.geckoterminal.com/kava/elk_finance_kava/pools,Elk Finance (Kava),
2222,,,https://www.geckoterminal.com/kava/archly-kava/pools,Archly (Kava),
2222,,,https://www.geckoterminal.com/kava/jupiter_swap/pools,Jupiter Swap,
2222,,,https://www.geckoterminal.com/kava/photonswap_kava/pools,PhotonSwap (Kava),
2611,,,https://www.geckoterminal.com/redlight_chain/dawnswap/pools,DawnSwap,
3000,,,https://www.geckoterminal.com/echelon/defy_swap/pools,DeFy Swap,
3000,,,https://www.geckoterminal.com/echelon/ech_swap/pools,ECH Swap,
3693,,,https://www.geckoterminal.com/empire_network/empiredex_empire/pools,EmpireDEX (Empire),
3797,,,https://www.geckoterminal.com/alvey/alveyswap/pools,AlveySwap,
4099,,,https://www.geckoterminal.com/bitindi-chain/bitindi-dex/pools,Bitindi Dex,
4689,,,https://www.geckoterminal.com/iotx/mimo/pools,Mimo,
4689,,,https://www.geckoterminal.com/iotx/elk_finance_iotex/pools,Elk Finance (IoTeX),
6969,,,https://www.geckoterminal.com/tombchain/lif3/pools,lif3,
7700,,,https://www.geckoterminal.com/canto/canto_dex/pools,Canto DEX,
7700,,,https://www.geckoterminal.com/canto/velocimeter_v2/pools,Velocimeter V2,
7700,,,https://www.geckoterminal.com/canto/velocimeter/pools,Velocimeter,
7700,,,https://www.geckoterminal.com/canto/forteswap/pools,Forteswap,
7700,,,https://www.geckoterminal.com/canto/leetswap-canto/pools,LeetSwap (Canto),
7700,,,https://www.geckoterminal.com/canto/cantoswap/pools,CantoSwap,
8217,,,https://www.geckoterminal.com/klaytn/klayswap/pools,KLAYSwap,
8217,,,https://www.geckoterminal.com/klaytn/claimswap/pools,Claimswap,
8217,,,https://www.geckoterminal.com/klaytn/defi_kingdoms_serendale/pools,DeFi Kingdoms (Serendale),
9001,,,https://www.geckoterminal.com/evmos/spacefi/pools,SpaceFi,
9001,,,https://www.geckoterminal.com/evmos/diffusion/pools,Diffusion,
9001,,,https://www.geckoterminal.com/evmos/cronus_finance/pools,Cronus Finance,
9001,,,https://www.geckoterminal.com/evmos/evmoswap/pools,EvmoSwap,
9001,,,https://www.geckoterminal.com/evmos/forge/pools,Forge,
9117,,,https://www.geckoterminal.com/bonerium/boneswap/pools,Boneswap,
10000,,,https://www.geckoterminal.com/bch/mistswap/pools,MistSwap,
10000,,,https://www.geckoterminal.com/bch/tangoswap/pools,TangoSwap,
10000,,,https://www.geckoterminal.com/bch/lawswap/pools,Lawswap,
10000,,,https://www.geckoterminal.com/bch/benswap/pools,BenSwap,
10000,,,https://www.geckoterminal.com/bch/cowswap_smartbch/pools,CowSwap (SmartBCH),
10000,,,https://www.geckoterminal.com/bch/emberswap/pools,EmberSwap,
10000,,,https://www.geckoterminal.com/bch/1bch/pools,1BCH,
10000,,,https://www.geckoterminal.com/bch/tropical_finance/pools,Tropical Finance,
10001,,,https://www.geckoterminal.com/ethw/powerswap/pools,PowerSwap,
10001,,,https://www.geckoterminal.com/ethw/lfgswap/pools,LFGswap,
10001,,,https://www.geckoterminal.com/ethw/uniwswap/pools,UniWswap,
10001,,,https://www.geckoterminal.com/ethw/powswap/pools,Powswap,
10001,,,https://www.geckoterminal.com/ethw/uniswap_v2_ethpow/pools,Uniswap V2 (ETHW),
10001,,,https://www.geckoterminal.com/ethw/zergswap-v3/pools,Zergswap (V3),
10001,,,https://www.geckoterminal.com/ethw/cakewswap/pools,CakeWSwap,
10001,,,https://www.geckoterminal.com/ethw/zergswap-v2/pools,Zergswap V2,
10001,,,https://www.geckoterminal.com/ethw/radioshack-ethw/pools,Radioshack (ETHW),
15551,,,https://www.geckoterminal.com/loop-network/sphynx-loop-network/pools,Sphynx (Loop Network),
17777,,,https://www.geckoterminal.com/eos-evm/neutroswap/pools,Neutroswap,
17777,,,https://www.geckoterminal.com/eos-evm/frogge-finance/pools,Frogge Finance,
17777,,,https://www.geckoterminal.com/eos-evm/noahswap/pools,NoahSwap,
17777,,,https://www.geckoterminal.com/eos-evm/eoswap-finance/pools,EOSWAP Finance,
20402,,,https://www.geckoterminal.com/muuchain/barnswap/pools,Barnswap,
32520,,,https://www.geckoterminal.com/bitgert/sphynx_brise/pools,Sphynx (Brise),
32520,,,https://www.geckoterminal.com/bitgert/icecreamswap/pools,Icecreamswap,
39797,,,https://www.geckoterminal.com/nrg/energiswap/pools,Energiswap,
42161,,,https://www.geckoterminal.com/arbitrum/uniswap_v3_arbitrum/pools,Uniswap V3 (Arbitrum),
42161,,,https://www.geckoterminal.com/arbitrum/sushiswap_arbitrum/pools,SushiSwap (Arbitrum),
42161,,,https://www.geckoterminal.com/arbitrum/curve_arbitrum/pools,Curve (Arbitrum),
42161,,,https://www.geckoterminal.com/arbitrum/camelot/pools,Camelot,
42161,,,https://www.geckoterminal.com/arbitrum/traderjoe-v2-1-arbitrum/pools,TraderJoe V2.1 (Arbitrum),
42161,,,https://www.geckoterminal.com/arbitrum/chronos/pools,Chronos,
42161,,,https://www.geckoterminal.com/arbitrum/camelot-v3/pools,Camelot V3,
42161,,,https://www.geckoterminal.com/arbitrum/balancer_arbitrum/pools,Balancer (Arbitrum),
42161,,,https://www.geckoterminal.com/arbitrum/ramses/pools,Ramses,
42161,,,https://www.geckoterminal.com/arbitrum/arbidex/pools,Arbidex,
42161,,,https://www.geckoterminal.com/arbitrum/traderjoe-v2-arbitrum/pools,TraderJoe V2 (Arbitrum),
42161,,,https://www.geckoterminal.com/arbitrum/mmfinance-v3-arbitrum/pools,MMFinance V3 (Arbitrum),
42161,,,https://www.geckoterminal.com/arbitrum/swaprum/pools,Swaprum,
42161,,,https://www.geckoterminal.com/arbitrum/kyberswap_classic_arbitrum/pools,Kyberswap Classic (Arbitrum),
42161,,,https://www.geckoterminal.com/arbitrum/3xcalibur/pools,3xcalibur,
42161,,,https://www.geckoterminal.com/arbitrum/arbswap_arbitrum_one/pools,Arbswap (Arbitrum One),
42161,,,https://www.geckoterminal.com/arbitrum/mm-finance-arbitrum/pools,MM Finance (Arbitrum),
42161,,,https://www.geckoterminal.com/arbitrum/lfgswap-arbitrum/pools,LFGswap (Arbitrum),
42161,,,https://www.geckoterminal.com/arbitrum/auragi/pools,Auragi,
42161,,,https://www.geckoterminal.com/arbitrum/solidlizard/pools,SolidLizard,
42161,,,https://www.geckoterminal.com/arbitrum/zyberswap/pools,Zyberswap,
42161,,,https://www.geckoterminal.com/arbitrum/fraxswap_arbitrum/pools,Fraxswap (Arbitrum),
42161,,,https://www.geckoterminal.com/arbitrum/kyberswap_elastic_arbitrum/pools,Kyberswap Elastic (Arbitrum),
42161,,,https://www.geckoterminal.com/arbitrum/sterling/pools,Sterling,
42161,,,https://www.geckoterminal.com/arbitrum/arbswap-stableswap-arbitrum/pools,Arbswap StableSwap (Arbitrum),
42161,,,https://www.geckoterminal.com/arbitrum/oreoswap/pools,OreoSwap,
42161,,,https://www.geckoterminal.com/arbitrum/swapr_arbitrum/pools,Swapr (Arbitrum),
42161,,,https://www.geckoterminal.com/arbitrum/magicswap/pools,Magicswap,
42161,,,https://www.geckoterminal.com/arbitrum/mindgames-arbitrum/pools,Mindgames (Arbitrum),
42161,,,https://www.geckoterminal.com/arbitrum/whitehole-arbitrum/pools,Whitehole (Arbitrum),
42161,,,https://www.geckoterminal.com/arbitrum/apeswap-arbitrum/pools,Apeswap (Arbitrum),
42161,,,https://www.geckoterminal.com/arbitrum/alienfi/pools,AlienFi,
42161,,,https://www.geckoterminal.com/arbitrum/oasisswap/pools,OasisSwap,
42161,,,https://www.geckoterminal.com/arbitrum/elk_finance_arbitrum/pools,Elk Finance (Arbitrum),
42161,,,https://www.geckoterminal.com/arbitrum/swapfish/pools,SwapFish,
42161,,,https://www.geckoterminal.com/arbitrum/arbiswap/pools,ArbiSwap,
42161,,,https://www.geckoterminal.com/arbitrum/aegis/pools,Aegis,
42161,,,https://www.geckoterminal.com/arbitrum/archly-arbitrum/pools,Archly (Arbitrum),
42161,,,https://www.geckoterminal.com/arbitrum/sharkyswap/pools,SharkySwap,
42170,,,https://www.geckoterminal.com/arbitrum_nova/arbswap_arbitrum_nova/pools,Arbswap (Arbitrum Nova),
42170,,,https://www.geckoterminal.com/arbitrum_nova/sushiswap_arbitrum_nova/pools,SushiSwap (Arbitrum Nova),
42170,,,https://www.geckoterminal.com/arbitrum_nova/rcpswap/pools,RCP Swap,
42170,,,https://www.geckoterminal.com/arbitrum_nova/archly-arbitrum-nova/pools,Archly (Arbitrum Nova),
42170,,,https://www.geckoterminal.com/arbitrum_nova/arbswap-stableswap-arbitrum-nova/pools,Arbswap StableSwap (Arbitrum Nova),
42220,,,https://www.geckoterminal.com/celo/uniswap_v3_celo/pools,Uniswap V3 (Celo),
42220,,,https://www.geckoterminal.com/celo/ubeswap/pools,Ubeswap,
42220,,,https://www.geckoterminal.com/celo/sushiswap_celo/pools,Sushiswap (CELO),
42220,,,https://www.geckoterminal.com/celo/celodex/pools,CeloDEX,
42262,,,https://www.geckoterminal.com/oasis/yuzuswap_oasis_emerald/pools,YuzuSwap (Oasis Emerald),
42262,,,https://www.geckoterminal.com/oasis/gemkeeper/pools,GemKeeper,
42262,,,https://www.geckoterminal.com/oasis/lizard-exchange/pools,Lizard Exchange,
42262,,,https://www.geckoterminal.com/oasis/valleyswap/pools,ValleySwap,
42262,,,https://www.geckoterminal.com/oasis/duneswap/pools,Duneswap,
43114,,,https://www.geckoterminal.com/avax/traderjoe-v2-1-avalanche/pools,TraderJoe V2.1 (Avalanche),
43114,,,https://www.geckoterminal.com/avax/traderjoe-v2-avalanche/pools,TraderJoe V2 (Avalanche),
43114,,,https://www.geckoterminal.com/avax/traderjoe/pools,TraderJoe,
43114,,,https://www.geckoterminal.com/avax/pangolin/pools,Pangolin,
43114,,,https://www.geckoterminal.com/avax/kyberswap_classic_avalanche/pools,Kyberswap Classic (Avalanche),
43114,,,https://www.geckoterminal.com/avax/solisnek/pools,SoliSnek,
43114,,,https://www.geckoterminal.com/avax/curve_avalanche/pools,Curve (Avalanche),
43114,,,https://www.geckoterminal.com/avax/glacier/pools,Glacier,
43114,,,https://www.geckoterminal.com/avax/flair-dex/pools,Flair Dex,
43114,,,https://www.geckoterminal.com/avax/kyberswap_elastic_avalanche/pools,Kyberswap Elastic (Avalanche),
43114,,,https://www.geckoterminal.com/avax/sushiswap_avalanche/pools,Sushiswap (Avalanche),
43114,,,https://www.geckoterminal.com/avax/elk_finance_avax/pools,Elk Finance (Avalanche),
43114,,,https://www.geckoterminal.com/avax/fraxswap_avalanche/pools,Fraxswap (Avalanche),
43114,,,https://www.geckoterminal.com/avax/swapsicle/pools,Swapsicle,
43114,,,https://www.geckoterminal.com/avax/lydia_finance/pools,Lydia Finance,
43114,,,https://www.geckoterminal.com/avax/hurricaneswap/pools,HurricaneSwap,
43114,,,https://www.geckoterminal.com/avax/vapordex/pools,VaporDex,
43114,,,https://www.geckoterminal.com/avax/soulswap_avalanche/pools,Soulswap (Avalanche),
43114,,,https://www.geckoterminal.com/avax/radioshack_avalanche/pools,RadioShack (Avalanche),
43114,,,https://www.geckoterminal.com/avax/baguette/pools,Baguette,
43114,,,https://www.geckoterminal.com/avax/yetiswap/pools,YetiSwap,
43114,,,https://www.geckoterminal.com/avax/onavax/pools,onAVAX,
43114,,,https://www.geckoterminal.com/avax/hakuswap/pools,HakuSwap,
43114,,,https://www.geckoterminal.com/avax/hunnyswap/pools,HunnySwap,
43114,,,https://www.geckoterminal.com/avax/thorus/pools,Thorus,
43114,,,https://www.geckoterminal.com/avax/spice_trade_avalanche/pools,Spice Trade (Avalanche),
43114,,,https://www.geckoterminal.com/avax/apexswap/pools,Apexswap,
43114,,,https://www.geckoterminal.com/avax/firebird_avax/pools,Firebird (Avalanche),
53935,,,https://www.geckoterminal.com/dfk/defi_kingdoms_crystalvale/pools,Defi Kingdoms (Crystalvale),
62621,,,https://www.geckoterminal.com/multivac/vax/pools,Vax,
71402,,,https://www.geckoterminal.com/godwoken/yokaiswap/pools,Yokaiswap,
73772,,,https://www.geckoterminal.com/swimmer_network/spandexswap/pools,SpandexSwap,
78887,,,https://www.geckoterminal.com/lung-chain/lunagens/pools,Lunagens,
210425,,,https://www.geckoterminal.com/platon_network/dipoleswap/pools,DipoleSwap,
420420,,,https://www.geckoterminal.com/kekchain/kekswap/pools,KekSwap,
420420,,,https://www.geckoterminal.com/kekchain/frogswap/pools,FrogSwap,
513100,,,https://www.geckoterminal.com/ethereumfair/fairswap/pools,FairSwap,
513100,,,https://www.geckoterminal.com/ethereumfair/uniswap_v2_etf/pools,Uniswap V2 (ETF),
513100,,,https://www.geckoterminal.com/ethereumfair/radioshack-etf/pools,Radioshack (ETHF),
535037,,,https://www.geckoterminal.com/beaneco-smartchain/beanswap/pools,BeanSwap,
20202021,,,https://www.geckoterminal.com/poochain/pooswap/pools,PooSwap,
1313161554,,,https://www.geckoterminal.com/aurora/trisolaris/pools,Trisolaris,
1313161554,,,https://www.geckoterminal.com/aurora/wannaswap/pools,WannaSwap,
1313161554,,,https://www.geckoterminal.com/aurora/auroraswap/pools,AuroraSwap,
1313161554,,,https://www.geckoterminal.com/aurora/nearpad/pools,Nearpad,
1313161554,,,https://www.geckoterminal.com/aurora/holdr/pools,Holdr,
1313161554,,,https://www.geckoterminal.com/aurora/polaris/pools,Polaris,
1313161554,,,https://www.geckoterminal.com/aurora/amaterasu/pools,Amaterasu,
1313161554,,,https://www.geckoterminal.com/aurora/mindgames/pools,MindGames,
1501795822,,,https://www.geckoterminal.com/apex/sphynx-apex/pools,Sphynx (Apex),
1666600000,,,https://www.geckoterminal.com/one/tranquil_finance/pools,Tranquil Finance,
1666600000,,,https://www.geckoterminal.com/one/defi_kingdoms/pools,DeFi Kingdoms,
1666600000,,,https://www.geckoterminal.com/one/sushiswap_harmony/pools,Sushiswap (Harmony),
1666600000,,,https://www.geckoterminal.com/one/elk_finance_one/pools,Elk Finance (Harmony),
1666600000,,,https://www.geckoterminal.com/one/viperswap/pools,ViperSwap,
1666600000,,,https://www.geckoterminal.com/one/fuzz_finance/pools,Fuzz Finance,
1666600000,,,https://www.geckoterminal.com/one/foxswap/pools,FoxSwap,
1666600000,,,https://www.geckoterminal.com/one/openswap/pools,OpenSwap,
1666600000,,,https://www.geckoterminal.com/one/lootswap/pools,Lootswap,
1666600000,,,https://www.geckoterminal.com/one/hermesdefi/pools,HermesDefi,
1666600000,,,https://www.geckoterminal.com/one/wagmidao/pools,WagmiDAO,
1666600000,,,https://www.geckoterminal.com/one/bossswap/pools,BossSwap,
