address,chain_id,decimals,dex_id,name,pair_id,symbol
,42161,,1141,,12780,
,42161,,1141,,12780,
,42161,,1141,,12780,
,42161,,1141,,12780,
0x6f0c516b4cae5424bbb0329797a7a7ee4c70309d,3797,,1094,Quark 2.0,11177,QUARK
0xfd5e89ea9e84dfb096d934a9bd1a4ae07ab6d03d,3797,,1094,Sabio,11177,SB
,42161,,1141,,12780,
,42161,,1141,,12780,
,3797,,1094,,11177,
,42161,,1141,,12780,
,42161,,1141,,12780,
,3797,,1094,,11177,
,42161,,1141,,12780,
,42161,,1141,,12780,
,42161,,1141,,12780,
,42161,,1141,,12780,
,42161,,1141,,12780,
,42161,,1141,,12780,
,42161,,1141,,12780,
,42161,,1141,,12780,
,42161,,1141,,12780,
0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,42161,,1141,USD Coin (Arb1),12781,USDC
0x77f918fcd234fc948b8e1700769c4ea063c0c7bc,42161,,1141,Ghast,12781,GHA
