address,chain_id,dex_id,name,primary_token_id,primary_token_name,quote_token_id,quote_token_name
0x5864264076f485ed653dc144c14bcfc6bc743dc5,42161,1141,ORDI/USDC,,ORDI,,USDC
0xe461d7ced6cef83268783f1d19095d1cb31d5c1b,42161,1141,CHECKS/USDC,,CHECKS,,USDC
0xe6215d8b17ddb97a5935a2f8b700165cff62014d,42161,1141,PSYOP/USDC,,PSYOP,,USDC
0xa5778ffacd2e46c7d0bd996db001c1f4577908e2,42161,1141,FOUR/USDC,,FOUR,,USDC
0x39586069d6d01a0962cbebecd85c2913d0086c7c,42161,1141,BRUH/USDC,,BRUH,,USDC
0xbf6cbb1f40a542af50839cad01b0dc1747f11e18,42161,1141,ARB/WETH,,ARB,,WETH
0xb7e50106a5bd3cf21af210a755f9c8740890a8c9,42161,1141,MAGIC/WETH,,MAGIC,,WETH
0x98df396f3617019fcdf8aad7267fa5e794b5d410,42161,1141,BOBO/WETH,,BOBO,,WETH
0x1098bcdd8075820fb1f72f64799dfac1b09bf8c3,42161,1141,GGBOND/USDC,,GGBOND,,USDC
0x3221022e37029923ace4235d812273c5a42c322d,42161,1141,SUSHI/WETH,,SUSHI,,WETH
0xbc57a6567a0655b1e2805961fc4f20e6a1ff55bd,42161,1141,FLASH/WETH,,FLASH,,WETH
0x7ade5fc92f0f4a6f4d4607697c32a5ea803ab9c0,42161,1141,MBR/WETH,,MBR,,WETH
0x965ae683d8811bf41233e7077b634b431b4aac23,42161,1141,ATGC/WETH,,ATGC,,WETH
0xc1e4e50d5f7500d5915296cff37db53d4f9eb67e,42161,1141,SUSHI/USDC,,SUSHI,,USDC
0x9a7030a99f0d015f9055718f576463e9ef3ae483,42161,1141,KEKKO/WETH,,KEKKO,,WETH
0x692a0b300366d1042679397e40f3d2cb4b8f7d30,42161,1141,DAI/WETH,,DAI,,WETH
0x0c1cf6883efa1b496b01f654e247b9b419873054,42161,1141,DPX/WETH,,DPX,,WETH
0x338b50b05f1300439a3ce80e6fbaa613051b3349,42161,1141,ARB/USDC,,ARB,,USDC
0x515e252b2b5c22b4b2b6df66c2ebeea871aa4d69,42161,1141,WBTC/WETH,,WBTC,,WETH
0x3ab835036f137e6786a85cf04c923c25a706c002,42161,1141,APES/WETH,,APES,,WETH
0xa44a2e307505ad8127e639e11217964accd32b35,42161,1141,PSYOP/WETH,,PSYOP,,WETH
0x9863e3ed344cd997c273bb547ea4f65b1268cb77,42161,1141,BitMoon/WETH,,BitMoon,,WETH
0x7fea7a549b8476214caba13e81b20d9ace9a5319,42161,1141,PISS/WETH,,PISS,,WETH
0x6d5a92ade312e0629d928cd2742ddd40a95cc4f9,42161,1141,WUUT/WETH,,WUUT,,WETH
0xd8783c6278d29c629b321d0a945c9d221942114c,42161,1141,PUSHEEN/WETH,,PUSHEEN,,WETH
0xf8b21b6e7c1cdf2d80a324a84360925f0e7b781d,42161,1141,Opepe/WETH,,Opepe,,WETH
0x7418f5a2621e13c05d1efbd71ec922070794b90a,42161,1141,RDPX/WETH,,RDPX,,WETH
0x5cdd5cb65da6b0c6dcf2b360d1c295bccedbce0f,42161,1141,CPEPE/WETH,,CPEPE,,WETH
0x89fadc96a292d0539c1ed6e332f149b5c20d4eea,42161,1141,PEPES/WETH,,PEPES,,WETH
0x50dc712cb1cf64fb0f58c2ee4090296b491e4f2e,42161,1141,WLD/WETH,,WLD,,WETH
0x134538e4d66c0818731f73a0230d8adf0db23bea,42161,1141,VPEPE/WETH,,VPEPE,,WETH
